tab 	pmag_results
average_age	average_age_sigma	average_age_unit	average_alpha95	average_dec	average_inc	average_k	average_lat	average_lon	average_n	average_n_lines	average_n_planes	average_r	data_type	er_analyst_mail_names	er_citation_names	er_location_names	er_site_names	er_specimen_names	magic_method_codes	magic_software_packages	pmag_criteria_codes	pmag_result_name	pole_comp_name	result_description	tilt_correction	vgp_dm	vgp_dp	vgp_lat	vgp_lon	vgp_n
9.9832e+02	9.9832e+02	Years Cal BP	180.0	320.3	-17.2	1	46.7000	96.1000	2	2	0	0.2185	i		This study	unknown	Z82	Z82.3a:Z82.5a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4	pmagpy-3.4.1	ACCEPT	VGP Site: Z82	MAG	Site VGP, coord system = 100 component: HEM	100	129.2	233.0	24.2	319.9	2
9.9832e+02	9.9832e+02	Years Cal BP	3.0	71.2	-45.9	340	46.7000	96.1000	8	8	0	7.9794	i		This study	unknown	Z82	Z82.1a:Z82.2a:Z82.3a:Z82.4a:Z82.5a:Z82.6a:Z82.7a:Z82.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z82	HEM	Site VGP, coord system = 100 component: HEM	100	3.0	3.9	-7.9	218.0	8
9.9832e+02	9.9832e+02	Years Cal BP	8.2	14.0	61.0	55	46.7000	96.1000	7	7	0	6.8915	i		This study	unknown	Z83	Z83.1a:Z83.2a:Z83.3a:Z83.4a:Z83.5a:Z83.6a:Z83.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z83	LOW	Site VGP, coord system = 100 component: HEM	0	11.6	10.6	79.0	206.0	7
9.9832e+02	9.9832e+02	Years Cal BP	5.4	147.8	-56.5	127	46.7000	96.1000	7	7	0	6.9528	i		This study	unknown	Z83	Z83.1a:Z83.2a:Z83.3a:Z83.4a:Z83.5a:Z83.6a:Z83.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z83	MAG	Site VGP, coord system = 100 component: HEM	0	6.7	7.0	-64.4	175.7	7
9.9832e+02	9.9832e+02	Years Cal BP	2.7	155.1	-70.4	513	46.7000	96.1000	7	7	0	6.9883	i		This study	unknown	Z83	Z83.1a:Z83.2a:Z83.3a:Z83.4a:Z83.5a:Z83.6a:Z83.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z83	MID	Site VGP, coord system = 100 component: HEM	0	5.5	3.5	-72.5	221.8	7
9.9832e+02	9.9832e+02	Years Cal BP	5.7	156.3	-44.9	114	46.7000	96.1000	7	7	0	6.9472	i		This study	unknown	Z83	Z83.1a:Z83.2a:Z83.3a:Z83.4a:Z83.5a:Z83.6a:Z83.8a	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:DE-BFL:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z83	HEM	Site VGP, coord system = 100 component: HEM	0	5.5	7.4	-62.5	147.2	7
9.9832e+02	9.9832e+02	Years Cal BP	8.2	210.6	78.4	55	46.7000	96.1000	7	7	0	6.8911	i		This study	unknown	Z83	Z83.1a:Z83.2a:Z83.3a:Z83.4a:Z83.5a:Z83.6a:Z83.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z83	LOW	Site VGP, coord system = 100 component: HEM	100	28.0	10.6	26.7	83.6	7
9.9832e+02	9.9832e+02	Years Cal BP	5.4	76.2	-59.3	127	46.7000	96.1000	7	7	0	6.9527	i		This study	unknown	Z83	Z83.1a:Z83.2a:Z83.3a:Z83.4a:Z83.5a:Z83.6a:Z83.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z83	MAG	Site VGP, coord system = 100 component: HEM	100	7.3	7.0	-20.1	223.8	7
9.9832e+02	9.9832e+02	Years Cal BP	2.7	47.5	-61.0	509	46.7000	96.1000	7	7	0	6.9882	i		This study	unknown	Z83	Z83.1a:Z83.2a:Z83.3a:Z83.4a:Z83.5a:Z83.6a:Z83.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z83	MID	Site VGP, coord system = 100 component: HEM	100	3.8	3.5	-8.2	242.5	7
9.9832e+02	9.9832e+02	Years Cal BP	5.7	101.9	-61.2	114	46.7000	96.1000	7	7	0	6.9475	i		This study	unknown	Z83	Z83.1a:Z83.2a:Z83.3a:Z83.4a:Z83.5a:Z83.6a:Z83.8a	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:DE-BFL:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z83	HEM	Site VGP, coord system = 100 component: HEM	100	8.1	7.4	-36.5	211.9	7
9.9832e+02	9.9832e+02	Years Cal BP	6.1	343.9	64.0	156	46.7000	96.1000	5	5	0	4.9743	i		This study	unknown	Z84	Z84.1a:Z84.2a:Z84.3a:Z84.4a:Z84.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z84	LOW	Site VGP, coord system = 100 component: HEM	0	9.5	7.9	78.8	6.9	5
9.9832e+02	9.9832e+02	Years Cal BP	17.4	288.5	55.4	29	46.7000	96.1000	4	4	0	3.8959	i		This study	unknown	Z84	Z84.1a:Z84.3a:Z84.4a:Z84.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z84	MAG	Site VGP, coord system = 100 component: HEM	0	21.0	22.5	37.1	21.8	4
9.9832e+02	9.9832e+02	Years Cal BP	8.2	184.1	-75.3	68	46.7000	96.1000	6	6	0	5.9267	i		This study	unknown	Z84	Z84.1a:Z84.2a:Z84.3a:Z84.4a:Z84.5a:Z84.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z84	MID	Site VGP, coord system = 100 component: HEM	0	22.2	10.6	-74.2	283.1	6
9.9832e+02	9.9832e+02	Years Cal BP	6.2	239.0	66.4	156	46.7000	96.1000	5	5	0	4.9743	i		This study	unknown	Z84	Z84.1a:Z84.2a:Z84.3a:Z84.4a:Z84.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z84	LOW	Site VGP, coord system = 100 component: HEM	100	10.6	8.0	18.4	59.6	5
9.9832e+02	9.9832e+02	Years Cal BP	15.9	245.5	37.8	34	46.7000	96.1000	4	4	0	3.9127	i		This study	unknown	Z84	Z84.1a:Z84.3a:Z84.4a:Z84.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z84	MAG	Site VGP, coord system = 100 component: HEM	100	13.8	20.6	-0.1	38.1	4
9.9832e+02	9.9832e+02	Years Cal BP	8.2	28.1	-63.6	68	46.7000	96.1000	6	6	0	5.9265	i		This study	unknown	Z84	Z84.1a:Z84.2a:Z84.3a:Z84.4a:Z84.5a:Z84.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z84	MID	Site VGP, coord system = 100 component: HEM	100	12.6	10.6	-5.2	256.6	6
9.9832e+02	9.9832e+02	Years Cal BP	180.0	170.2	-12.9	1	46.7000	96.1000	4	4	0	1.9895	i		This study	unknown	Z85	Z85.3a:Z85.5a:Z85.6a:Z85.7a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z85	LOW	Site VGP, coord system = 100 component: HEM	0	126.6	233.0	-49.0	111.0	4
9.9832e+02	9.9832e+02	Years Cal BP	31.3	166.8	-43.6	4	46.7000	96.1000	8	8	0	6.2873	i		This study	unknown	Z85	Z85.1a:Z85.2a:Z85.3a:Z85.4a:Z85.5a:Z85.6a:Z85.7a:Z85.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z85	MAG	Site VGP, coord system = 100 component: HEM	0	29.6	40.5	-66.3	127.0	8
9.9832e+02	9.9832e+02	Years Cal BP	17.8	164.2	-59.1	11	46.7000	96.1000	8	8	0	7.3424	i		This study	unknown	Z85	Z85.1a:Z85.2a:Z85.3a:Z85.4a:Z85.5a:Z85.6a:Z85.7a:Z85.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z85	MID	Site VGP, coord system = 100 component: HEM	0	23.8	23.0	-76.7	161.0	8
9.9832e+02	9.9832e+02	Years Cal BP	180.0	156.2	-46.4	1	46.7000	96.1000	4	4	0	1.9879	i		This study	unknown	Z85	Z85.3a:Z85.5a:Z85.6a:Z85.7a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z85	LOW	Site VGP, coord system = 100 component: HEM	100	179.0	233.0	-63.4	148.9	4
9.9832e+02	9.9832e+02	Years Cal BP	31.3	112.2	-67.3	4	46.7000	96.1000	8	8	0	6.2889	i		This study	unknown	Z85	Z85.1a:Z85.2a:Z85.3a:Z85.4a:Z85.5a:Z85.6a:Z85.7a:Z85.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z85	MAG	Site VGP, coord system = 100 component: HEM	100	55.6	40.5	-46.4	216.6	8
9.9832e+02	9.9832e+02	Years Cal BP	17.8	70.4	-68.1	11	46.7000	96.1000	8	8	0	7.3431	i		This study	unknown	Z85	Z85.1a:Z85.2a:Z85.3a:Z85.4a:Z85.5a:Z85.6a:Z85.7a:Z85.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z85	MID	Site VGP, coord system = 100 component: HEM	100	32.7	23.0	-25.0	235.4	8
9.9832e+02	9.9832e+02	Years Cal BP	16.7	356.8	56.4	55	46.7000	96.1000	3	3	0	2.9640	i		This study	unknown	Z87	Z87.1a:Z87.6a:Z87.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z87	LOW	Site VGP, coord system = 100 component: HEM	0	20.7	21.6	80.0	291.0	3
9.9832e+02	9.9832e+02	Years Cal BP	7.2	116.7	-82.0	88	46.7000	96.1000	6	6	0	5.9431	i		This study	unknown	Z87	Z87.1a:Z87.3a:Z87.4a:Z87.6a:Z87.7a:Z87.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z87	MID	Site VGP, coord system = 100 component: HEM	0	35.5	9.3	-51.6	253.2	6
9.9832e+02	9.9832e+02	Years Cal BP	8.4	125.0	-82.2	45	46.7000	96.1000	8	8	0	7.8429	i		This study	unknown	Z87	Z87.1a:Z87.2a:Z87.3a:Z87.4a:Z87.5a:Z87.6a:Z87.7a:Z87.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:DE-BFL-A:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z87	HEM	Site VGP, coord system = 100 component: HEM	0	42.4	10.9	-53.7	254.7	8
9.9832e+02	9.9832e+02	Years Cal BP	16.8	288.6	60.7	55	46.7000	96.1000	3	3	0	2.9637	i		This study	unknown	Z87	Z87.1a:Z87.6a:Z87.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z87	LOW	Site VGP, coord system = 100 component: HEM	100	23.5	21.7	40.4	27.9	3
9.9832e+02	9.9832e+02	Years Cal BP	7.2	58.7	-48.6	88	46.7000	96.1000	6	6	0	5.9431	i		This study	unknown	Z87	Z87.1a:Z87.3a:Z87.4a:Z87.6a:Z87.7a:Z87.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z87	MID	Site VGP, coord system = 100 component: HEM	100	7.5	9.3	-2.8	228.0	6
9.9832e+02	9.9832e+02	Years Cal BP	8.4	59.2	-49.7	45	46.7000	96.1000	8	8	0	7.8432	i		This study	unknown	Z87	Z87.1a:Z87.2a:Z87.3a:Z87.4a:Z87.5a:Z87.6a:Z87.7a:Z87.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:DE-BFL-A:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z87	HEM	Site VGP, coord system = 100 component: HEM	100	8.9	10.9	-3.8	228.2	8
9.9832e+02	9.9832e+02	Years Cal BP	14.8	359.2	45.1	15	46.7000	96.1000	8	8	0	7.5294	i		This study	unknown	Z88	Z88.1a:Z88.2a:Z88.3a:Z88.4a:Z88.5a:Z88.6a:Z88.7a:Z88.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z88	LOW	Site VGP, coord system = 100 component: HEM	0	14.4	19.2	69.9	278.2	8
9.9832e+02	9.9832e+02	Years Cal BP	15.1	250.2	-82.9	14	46.7000	96.1000	8	8	0	7.5155	i		This study	unknown	Z88	Z88.1a:Z88.2a:Z88.3a:Z88.4a:Z88.5a:Z88.6a:Z88.7a:Z88.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z88	MID	Site VGP, coord system = 100 component: HEM	0	83.8	19.5	-49.7	296.7	8
9.9832e+02	9.9832e+02	Years Cal BP	4.0	90.5	-80.2	189	46.7000	96.1000	8	8	0	7.9630	i		This study	unknown	Z88	Z88.1a:Z88.2a:Z88.3a:Z88.4a:Z88.5a:Z88.6a:Z88.7a:Z88.8a	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:DE-BFL:DE-BFL-O:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z88	HEM	Site VGP, coord system = 100 component: HEM	0	16.1	5.2	-43.6	249.3	8
9.9832e+02	9.9832e+02	Years Cal BP	14.9	310.3	58.0	15	46.7000	96.1000	8	8	0	7.5285	i		This study	unknown	Z88	Z88.1a:Z88.2a:Z88.3a:Z88.4a:Z88.5a:Z88.6a:Z88.7a:Z88.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z88	LOW	Site VGP, coord system = 100 component: HEM	100	19.3	19.3	53.2	11.9	8
9.9832e+02	9.9832e+02	Years Cal BP	15.1	42.2	-58.4	14	46.7000	96.1000	8	8	0	7.5153	i		This study	unknown	Z88	Z88.1a:Z88.2a:Z88.3a:Z88.4a:Z88.5a:Z88.6a:Z88.7a:Z88.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z88	MID	Site VGP, coord system = 100 component: HEM	100	19.8	19.5	-3.7	244.6	8
9.9832e+02	9.9832e+02	Years Cal BP	4.1	56.8	-44.4	188	46.7000	96.1000	8	8	0	7.9627	i		This study	unknown	Z88	Z88.1a:Z88.2a:Z88.3a:Z88.4a:Z88.5a:Z88.6a:Z88.7a:Z88.8a	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:DE-BFL:DE-BFL-O:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z88	HEM	Site VGP, coord system = 100 component: HEM	100	3.9	5.3	1.0	227.4	8
9.9832e+02	9.9832e+02	Years Cal BP	180.0	107.1	-74.5	10	46.7000	96.1000	2	2	0	1.8976	i		This study	unknown	Z89	Z89.2a:Z89.4a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	pmagpy-3.4.1	ACCEPT	VGP Site: Z89	MAG	Site VGP, coord system = 100 component: HEM	0	461.9	233.0	-47.2	233.0	2
9.9832e+02	9.9832e+02	Years Cal BP	2.3	122.4	-80.3	601	46.7000	96.1000	8	8	0	7.9884	i		This study	unknown	Z89	Z89.1a:Z89.2a:Z89.3a:Z89.4a:Z89.5a:Z89.6a:Z89.7a:Z89.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:DE-BFL-A:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z89	HEM	Site VGP, coord system = 100 component: HEM	0	9.4	3.0	-53.9	248.5	8
9.9832e+02	9.9832e+02	Years Cal BP	180.0	65.6	-42.6	10	46.7000	96.1000	2	2	0	1.8976	i		This study	unknown	Z89	Z89.2a:Z89.4a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4	pmagpy-3.4.1	ACCEPT	VGP Site: Z89	MAG	Site VGP, coord system = 100 component: HEM	100	167.7	233.0	-2.7	220.2	2
9.9832e+02	9.9832e+02	Years Cal BP	2.3	61.6	-48.6	604	46.7000	96.1000	8	8	0	7.9884	i		This study	unknown	Z89	Z89.1a:Z89.2a:Z89.3a:Z89.4a:Z89.5a:Z89.6a:Z89.7a:Z89.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:DE-BFL-A:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z89	HEM	Site VGP, coord system = 100 component: HEM	100	2.4	3.0	-4.3	226.0	8
9.9832e+02	9.9832e+02	Years Cal BP	13.6	99.9	-78.8	33	46.7000	96.1000	5	5	0	4.8780	i		This study	unknown	Z90	Z90.2a:Z90.3a:Z90.4a:Z90.5a:Z90.7a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z90	MAG	Site VGP, coord system = 100 component: HEM	0	48.0	17.6	-46.1	244.6	5
9.9832e+02	9.9832e+02	Years Cal BP	2.4	126.8	-82.3	527	46.7000	96.1000	8	8	0	7.9867	i		This study	unknown	Z90	Z90.1a:Z90.2a:Z90.3a:Z90.4a:Z90.5a:Z90.6a:Z90.7a:Z90.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z90	HEM	Site VGP, coord system = 100 component: HEM	0	12.3	3.1	-54.1	255.2	8
9.9832e+02	9.9832e+02	Years Cal BP	13.6	59.9	-44.4	33	46.7000	96.1000	5	5	0	4.8774	i		This study	unknown	Z90	Z90.2a:Z90.3a:Z90.4a:Z90.5a:Z90.7a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z90	MAG	Site VGP, coord system = 100 component: HEM	100	13.1	17.6	-0.6	225.1	5
9.9832e+02	9.9832e+02	Years Cal BP	2.4	59.3	-50.0	528	46.7000	96.1000	8	8	0	7.9867	i		This study	unknown	Z90	Z90.1a:Z90.2a:Z90.3a:Z90.4a:Z90.5a:Z90.6a:Z90.7a:Z90.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z90	HEM	Site VGP, coord system = 100 component: HEM	100	2.6	3.1	-4.1	228.3	8
9.9832e+02	9.9832e+02	Years Cal BP	2.1	172.0	-83.4	667	46.7000	96.1000	8	8	0	7.9895	i		This study	unknown	Z91	Z91.1a:Z91.2a:Z91.3a:Z91.4a:Z91.5a:Z91.6a:Z91.7a:Z91.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z91	HEM	Site VGP, coord system = 100 component: HEM	0	12.5	2.7	-59.6	272.5	8
9.9832e+02	9.9832e+02	Years Cal BP	2.1	56.9	-55.4	673	46.7000	96.1000	8	8	0	7.9896	i		This study	unknown	Z91	Z91.1a:Z91.2a:Z91.3a:Z91.4a:Z91.5a:Z91.6a:Z91.7a:Z91.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z91	HEM	Site VGP, coord system = 100 component: HEM	100	2.5	2.7	-7.1	233.0	8
9.9832e+02	9.9832e+02	Years Cal BP	1.9	149.9	-79.3	889	46.7000	96.1000	8	8	0	7.9921	i		This study	unknown	Z92	Z92.1a:Z92.2a:Z92.3a:Z92.4a:Z92.5a:Z92.6a:Z92.7a:Z92.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z92	HEM	Site VGP, coord system = 100 component: HEM	0	7.0	2.5	-62.9	253.2	8
9.9832e+02	9.9832e+02	Years Cal BP	1.9	65.0	-53.0	888	46.7000	96.1000	8	8	0	7.9921	i		This study	unknown	Z92	Z92.1a:Z92.2a:Z92.3a:Z92.4a:Z92.5a:Z92.6a:Z92.7a:Z92.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z92	HEM	Site VGP, coord system = 100 component: HEM	100	2.2	2.5	-9.3	226.2	8
9.9832e+02	9.9832e+02	Years Cal BP	6.0	120.7	-76.4	124	46.7000	96.1000	6	6	0	5.9598	i		This study	unknown	Z93	Z93.2a:Z93.4a:Z93.5a:Z93.6a:Z93.7a:Z93.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z93	MAG	Site VGP, coord system = 100 component: HEM	0	17.5	7.8	-53.9	236.7	6
9.9832e+02	9.9832e+02	Years Cal BP	2.0	132.7	-78.8	777	46.7000	96.1000	8	8	0	7.9910	i		This study	unknown	Z93	Z93.1a:Z93.2a:Z93.3a:Z93.4a:Z93.5a:Z93.6a:Z93.7a:Z93.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z93	HEM	Site VGP, coord system = 100 component: HEM	0	7.1	2.6	-58.0	245.4	8
9.9832e+02	9.9832e+02	Years Cal BP	6.0	66.5	-46.4	125	46.7000	96.1000	6	6	0	5.9600	i		This study	unknown	Z93	Z93.2a:Z93.4a:Z93.5a:Z93.6a:Z93.7a:Z93.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z93	MAG	Site VGP, coord system = 100 component: HEM	100	6.0	7.8	-5.5	221.4	6
9.9832e+02	9.9832e+02	Years Cal BP	2.0	64.9	-49.7	778	46.7000	96.1000	8	8	0	7.9910	i		This study	unknown	Z93	Z93.1a:Z93.2a:Z93.3a:Z93.4a:Z93.5a:Z93.6a:Z93.7a:Z93.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z93	HEM	Site VGP, coord system = 100 component: HEM	100	2.1	2.6	-6.8	224.3	8
9.9832e+02	9.9832e+02	Years Cal BP	9.2	130.2	-72.4	44	46.7000	96.1000	7	7	0	6.8630	i		This study	unknown	Z94	Z94.2a:Z94.3a:Z94.4a:Z94.5a:Z94.6a:Z94.7a:Z94.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z94	MAG	Site VGP, coord system = 100 component: HEM	0	20.9	11.9	-58.4	224.8	7
9.9832e+02	9.9832e+02	Years Cal BP	2.8	123.0	-74.7	387	46.7000	96.1000	8	8	0	7.9819	i		This study	unknown	Z94	Z94.1a:Z94.2a:Z94.3a:Z94.4a:Z94.5a:Z94.6a:Z94.7a:Z94.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z94	HEM	Site VGP, coord system = 100 component: HEM	0	7.3	3.6	-54.9	231.7	8
9.9832e+02	9.9832e+02	Years Cal BP	9.2	73.4	-46.7	44	46.7000	96.1000	7	7	0	6.8624	i		This study	unknown	Z94	Z94.2a:Z94.3a:Z94.4a:Z94.5a:Z94.6a:Z94.7a:Z94.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z94	MAG	Site VGP, coord system = 100 component: HEM	100	9.2	11.9	-9.7	216.9	7
9.9832e+02	9.9832e+02	Years Cal BP	2.8	69.0	-46.0	389	46.7000	96.1000	8	8	0	7.9820	i		This study	unknown	Z94	Z94.1a:Z94.2a:Z94.3a:Z94.4a:Z94.5a:Z94.6a:Z94.7a:Z94.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z94	HEM	Site VGP, coord system = 100 component: HEM	100	2.8	3.6	-6.7	219.5	8
9.9832e+02	9.9832e+02	Years Cal BP	13.8	132.4	-76.0	32	46.7000	96.1000	5	5	0	4.8746	i		This study	unknown	Z95	Z95.3a:Z95.4a:Z95.6a:Z95.7a:Z95.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z95	MAG	Site VGP, coord system = 100 component: HEM	0	39.1	17.9	-59.1	236.2	5
9.9832e+02	9.9832e+02	Years Cal BP	4.2	140.1	-74.7	173	46.7000	96.1000	8	8	0	7.9596	i		This study	unknown	Z95	Z95.1a:Z95.2a:Z95.3a:Z95.4a:Z95.5a:Z95.6a:Z95.7a:Z95.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z95	HEM	Site VGP, coord system = 100 component: HEM	0	10.9	5.4	-63.0	233.4	8
9.9832e+02	9.9832e+02	Years Cal BP	13.8	68.8	-48.7	32	46.7000	96.1000	5	5	0	4.8743	i		This study	unknown	Z95	Z95.3a:Z95.4a:Z95.6a:Z95.7a:Z95.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z95	MAG	Site VGP, coord system = 100 component: HEM	100	14.3	17.9	-8.3	221.1	5
9.9832e+02	9.9832e+02	Years Cal BP	4.2	71.8	-50.2	174	46.7000	96.1000	8	8	0	7.9597	i		This study	unknown	Z95	Z95.1a:Z95.2a:Z95.3a:Z95.4a:Z95.5a:Z95.6a:Z95.7a:Z95.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	VGP Site: Z95	HEM	Site VGP, coord system = 100 component: HEM	100	4.5	5.4	-11.0	220.0	8
