tab 	pmag_sites
er_analyst_mail_names	er_citation_names	er_location_name	er_site_name	er_specimen_names	magic_method_codes	magic_software_packages	pmag_criteria_codes	site_alpha95	site_comp_name	site_dec	site_description	site_direction_type	site_inc	site_inferred_age	site_inferred_age_sigma	site_inferred_age_unit	site_k	site_n	site_n_lines	site_n_planes	site_polarity	site_r	site_tilt_correction
	This study	unknown	Z90	Z90.2a:Z90.7a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	18.8	MAG	60.5	Site direction included in results table		-42.6	9.9827e+02	9.9827e+02	Years Cal BP	179	2	2	0		1.9944	100
	This study	unknown	Z90	Z90.1a:Z90.2a:Z90.3a:Z90.4a:Z90.5a:Z90.6a:Z90.7a:Z90.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	2.4	HEM	59.3	Site direction included in results table		-50.0	9.9827e+02	9.9827e+02	Years Cal BP	528	8	8	0		7.9867	100
	This study	unknown	Z91	Z91.6a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	pmagpy-3.4.1	ACCEPT		MID	256.1	Site direction included in results table	l	-39.4	9.9827e+02	9.9827e+02	Years Cal BP		1	1	0			0
	This study	unknown	Z91	Z91.1a:Z91.2a:Z91.3a:Z91.4a:Z91.5a:Z91.6a:Z91.7a:Z91.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	2.1	HEM	172.0	Site direction included in results table		-83.4	9.9827e+02	9.9827e+02	Years Cal BP	667	8	8	0		7.9895	0
	This study	unknown	Z91	Z91.6a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT		MID	296.3	Site direction included in results table	l	-66.6	9.9827e+02	9.9827e+02	Years Cal BP		1	1	0			100
	This study	unknown	Z91	Z91.1a:Z91.2a:Z91.3a:Z91.4a:Z91.5a:Z91.6a:Z91.7a:Z91.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	2.1	HEM	56.9	Site direction included in results table		-55.4	9.9827e+02	9.9827e+02	Years Cal BP	673	8	8	0		7.9896	100
	This study	unknown	Z92	Z92.1a:Z92.2a:Z92.3a:Z92.4a:Z92.5a:Z92.6a:Z92.7a:Z92.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	1.9	HEM	149.9	Site direction included in results table		-79.3	9.9827e+02	9.9827e+02	Years Cal BP	889	8	8	0		7.9921	0
	This study	unknown	Z92	Z92.1a:Z92.2a:Z92.3a:Z92.4a:Z92.5a:Z92.6a:Z92.7a:Z92.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	1.9	HEM	65.0	Site direction included in results table		-53.0	9.9827e+02	9.9827e+02	Years Cal BP	888	8	8	0		7.9921	100
	This study	unknown	Z93	Z93.4a:Z93.5a:Z93.6a:Z93.7a:Z93.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	6.3	MAG	123.7	Site direction included in results table		-76.1	9.9827e+02	9.9827e+02	Years Cal BP	149	5	5	0		4.9731	0
	This study	unknown	Z93	Z93.1a:Z93.2a:Z93.3a:Z93.4a:Z93.5a:Z93.6a:Z93.7a:Z93.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	2.0	HEM	132.7	Site direction included in results table		-78.8	9.9827e+02	9.9827e+02	Years Cal BP	777	8	8	0		7.9910	0
	This study	unknown	Z93	Z93.4a:Z93.5a:Z93.6a:Z93.7a:Z93.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	6.3	MAG	67.4	Site direction included in results table		-46.9	9.9827e+02	9.9827e+02	Years Cal BP	147	5	5	0		4.9729	100
	This study	unknown	Z93	Z93.1a:Z93.2a:Z93.3a:Z93.4a:Z93.5a:Z93.6a:Z93.7a:Z93.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	2.0	HEM	64.9	Site direction included in results table		-49.7	9.9827e+02	9.9827e+02	Years Cal BP	778	8	8	0		7.9910	100
	This study	unknown	Z94	Z94.2a:Z94.3a:Z94.4a:Z94.5a:Z94.6a:Z94.7a:Z94.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	8.9	MAG	127.9	Site direction included in results table		-73.2	9.9827e+02	9.9827e+02	Years Cal BP	46	7	7	0		6.8708	0
	This study	unknown	Z94	Z94.1a:Z94.2a:Z94.3a:Z94.4a:Z94.5a:Z94.6a:Z94.7a:Z94.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	2.8	HEM	123.0	Site direction included in results table		-74.7	9.9827e+02	9.9827e+02	Years Cal BP	387	8	8	0		7.9819	0
	This study	unknown	Z94	Z94.2a:Z94.3a:Z94.4a:Z94.5a:Z94.6a:Z94.7a:Z94.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	9.0	MAG	71.9	Site direction included in results table		-46.4	9.9827e+02	9.9827e+02	Years Cal BP	46	7	7	0		6.8703	100
	This study	unknown	Z94	Z94.1a:Z94.2a:Z94.3a:Z94.4a:Z94.5a:Z94.6a:Z94.7a:Z94.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	2.8	HEM	69.0	Site direction included in results table		-46.0	9.9827e+02	9.9827e+02	Years Cal BP	389	8	8	0		7.9820	100
	This study	unknown	Z95	Z95.4a:Z95.5a:Z95.6a:Z95.7a:Z95.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	11.0	MAG	153.1	Site direction included in results table		-82.9	9.9827e+02	9.9827e+02	Years Cal BP	49	5	5	0		4.9191	0
	This study	unknown	Z95	Z95.1a:Z95.2a:Z95.3a:Z95.4a:Z95.5a:Z95.6a:Z95.7a:Z95.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	4.2	HEM	140.1	Site direction included in results table		-74.7	9.9827e+02	9.9827e+02	Years Cal BP	173	8	8	0		7.9596	0
	This study	unknown	Z95	Z95.4a:Z95.5a:Z95.6a:Z95.7a:Z95.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	11.0	MAG	59.0	Site direction included in results table		-53.4	9.9827e+02	9.9827e+02	Years Cal BP	49	5	5	0		4.9188	100
	This study	unknown	Z95	Z95.1a:Z95.2a:Z95.3a:Z95.4a:Z95.5a:Z95.6a:Z95.7a:Z95.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	4.2	HEM	71.8	Site direction included in results table		-50.2	9.9827e+02	9.9827e+02	Years Cal BP	174	8	8	0		7.9597	100
